timestamp,y,hour,dow,is_weekend,sin_h,cos_h,lag1,lag2,lag24,roll24
2025-01-06 08:00:00+00:00,168.0,8,0,0,0.8660254037844387,-0.4999999999999998,183.0,188.0,352.0,224.625
2025-01-06 09:00:00+00:00,159.0,9,0,0,0.7071067811865476,-0.7071067811865475,168.0,183.0,333.0,216.95833333333334
2025-01-06 10:00:00+00:00,154.0,10,0,0,0.49999999999999994,-0.8660254037844387,159.0,168.0,314.0,209.70833333333334
2025-01-06 11:00:00+00:00,151.0,11,0,0,0.258819045102521,-0.9659258262890682,154.0,159.0,304.0,203.04166666666666
2025-01-06 12:00:00+00:00,147.0,12,0,0,1.2246467991473532e-16,-1.0,151.0,154.0,290.0,196.66666666666666
2025-01-06 13:00:00+00:00,135.0,13,0,0,-0.2588190451025208,-0.9659258262890683,147.0,151.0,268.0,190.70833333333334
2025-01-06 14:00:00+00:00,143.0,14,0,0,-0.4999999999999997,-0.8660254037844388,135.0,147.0,261.0,185.16666666666666
2025-01-06 15:00:00+00:00,153.0,15,0,0,-0.7071067811865471,-0.7071067811865479,143.0,135.0,262.0,180.25
2025-01-06 16:00:00+00:00,157.0,16,0,0,-0.8660254037844385,-0.5000000000000004,153.0,143.0,247.0,175.70833333333334
2025-01-06 17:00:00+00:00,161.0,17,0,0,-0.9659258262890683,-0.25881904510252063,157.0,153.0,229.0,171.95833333333334
2025-01-06 18:00:00+00:00,161.0,18,0,0,-1.0,-1.8369701987210297e-16,161.0,157.0,231.0,169.125
2025-01-06 19:00:00+00:00,169.0,19,0,0,-0.9659258262890684,0.2588190451025203,161.0,161.0,223.0,166.20833333333334
2025-01-06 20:00:00+00:00,183.0,20,0,0,-0.8660254037844386,0.5000000000000001,169.0,161.0,219.0,163.95833333333334
2025-01-06 21:00:00+00:00,205.0,21,0,0,-0.7071067811865477,0.7071067811865474,183.0,169.0,203.0,162.45833333333334
2025-01-06 22:00:00+00:00,201.0,22,0,0,-0.5000000000000004,0.8660254037844384,205.0,183.0,183.0,162.54166666666666
2025-01-06 23:00:00+00:00,197.0,23,0,0,-0.25881904510252157,0.9659258262890681,201.0,205.0,171.0,163.29166666666666
2025-01-07 00:00:00+00:00,130.0,0,1,0,0.0,1.0,197.0,201.0,126.0,164.375
2025-01-07 01:00:00+00:00,184.0,1,1,0,0.25881904510252074,0.9659258262890683,130.0,197.0,121.0,164.54166666666666
2025-01-07 02:00:00+00:00,183.0,2,1,0,0.49999999999999994,0.8660254037844387,184.0,130.0,163.0,167.16666666666666
2025-01-07 03:00:00+00:00,175.0,3,1,0,0.7071067811865476,0.7071067811865476,183.0,184.0,164.0,168.0
2025-01-07 04:00:00+00:00,180.0,4,1,0,0.8660254037844386,0.5000000000000001,175.0,183.0,174.0,168.45833333333334
2025-01-07 05:00:00+00:00,185.0,5,1,0,0.9659258262890683,0.25881904510252074,180.0,175.0,182.0,168.70833333333334
2025-01-07 06:00:00+00:00,191.0,6,1,0,1.0,6.123233995736766e-17,185.0,180.0,188.0,168.83333333333334
2025-01-07 07:00:00+00:00,204.0,7,1,0,0.9659258262890683,-0.25881904510252063,191.0,185.0,183.0,168.95833333333334
2025-01-07 08:00:00+00:00,209.0,8,1,0,0.8660254037844387,-0.4999999999999998,204.0,191.0,168.0,169.83333333333334
2025-01-07 09:00:00+00:00,227.0,9,1,0,0.7071067811865476,-0.7071067811865475,209.0,204.0,159.0,171.54166666666666
2025-01-07 10:00:00+00:00,229.0,10,1,0,0.49999999999999994,-0.8660254037844387,227.0,209.0,154.0,174.375
2025-01-07 11:00:00+00:00,221.0,11,1,0,0.258819045102521,-0.9659258262890682,229.0,227.0,151.0,177.5
2025-01-07 12:00:00+00:00,219.0,12,1,0,1.2246467991473532e-16,-1.0,221.0,229.0,147.0,180.41666666666666
2025-01-07 13:00:00+00:00,218.0,13,1,0,-0.2588190451025208,-0.9659258262890683,219.0,221.0,135.0,183.41666666666666
2025-01-07 14:00:00+00:00,224.0,14,1,0,-0.4999999999999997,-0.8660254037844388,218.0,219.0,143.0,186.875
2025-01-07 15:00:00+00:00,236.0,15,1,0,-0.7071067811865471,-0.7071067811865479,224.0,218.0,153.0,190.25
2025-01-07 16:00:00+00:00,246.0,16,1,0,-0.8660254037844385,-0.5000000000000004,236.0,224.0,157.0,193.70833333333334
2025-01-07 17:00:00+00:00,257.0,17,1,0,-0.9659258262890683,-0.25881904510252063,246.0,236.0,161.0,197.41666666666666
2025-01-07 18:00:00+00:00,263.0,18,1,0,-1.0,-1.8369701987210297e-16,257.0,246.0,161.0,201.41666666666666
2025-01-07 19:00:00+00:00,266.0,19,1,0,-0.9659258262890684,0.2588190451025203,263.0,257.0,169.0,205.66666666666666
2025-01-07 20:00:00+00:00,276.0,20,1,0,-0.8660254037844386,0.5000000000000001,266.0,263.0,183.0,209.70833333333334
2025-01-07 21:00:00+00:00,280.0,21,1,0,-0.7071067811865477,0.7071067811865474,276.0,266.0,205.0,213.58333333333334
2025-01-07 22:00:00+00:00,276.0,22,1,0,-0.5000000000000004,0.8660254037844384,280.0,276.0,201.0,216.70833333333334
2025-01-07 23:00:00+00:00,267.0,23,1,0,-0.25881904510252157,0.9659258262890681,276.0,280.0,197.0,219.83333333333334
2025-01-08 00:00:00+00:00,225.0,0,2,0,0.0,1.0,267.0,276.0,130.0,222.75
2025-01-08 01:00:00+00:00,236.0,1,2,0,0.25881904510252074,0.9659258262890683,225.0,267.0,184.0,226.70833333333334
2025-01-08 02:00:00+00:00,264.0,2,2,0,0.49999999999999994,0.8660254037844387,236.0,225.0,183.0,228.875
2025-01-08 03:00:00+00:00,267.0,3,2,0,0.7071067811865476,0.7071067811865476,264.0,236.0,175.0,232.25
2025-01-08 04:00:00+00:00,276.0,4,2,0,0.8660254037844386,0.5000000000000001,267.0,264.0,180.0,236.08333333333334
2025-01-08 05:00:00+00:00,280.0,5,2,0,0.9659258262890683,0.25881904510252074,276.0,267.0,185.0,240.08333333333334
2025-01-08 06:00:00+00:00,306.0,6,2,0,1.0,6.123233995736766e-17,280.0,276.0,191.0,244.04166666666666
2025-01-08 07:00:00+00:00,324.0,7,2,0,0.9659258262890683,-0.25881904510252063,306.0,280.0,204.0,248.83333333333334
2025-01-08 08:00:00+00:00,339.0,8,2,0,0.8660254037844387,-0.4999999999999998,324.0,306.0,209.0,253.83333333333334
2025-01-08 09:00:00+00:00,345.0,9,2,0,0.7071067811865476,-0.7071067811865475,339.0,324.0,227.0,259.25
2025-01-08 10:00:00+00:00,339.0,10,2,0,0.49999999999999994,-0.8660254037844387,345.0,339.0,229.0,264.1666666666667
2025-01-08 11:00:00+00:00,353.0,11,2,0,0.258819045102521,-0.9659258262890682,339.0,345.0,221.0,268.75
2025-01-08 12:00:00+00:00,361.0,12,2,0,1.2246467991473532e-16,-1.0,353.0,339.0,219.0,274.25
2025-01-08 13:00:00+00:00,379.0,13,2,0,-0.2588190451025208,-0.9659258262890683,361.0,353.0,218.0,280.1666666666667
2025-01-08 14:00:00+00:00,414.0,14,2,0,-0.4999999999999997,-0.8660254037844388,379.0,361.0,224.0,286.875
2025-01-08 15:00:00+00:00,430.0,15,2,0,-0.7071067811865471,-0.7071067811865479,414.0,379.0,236.0,294.7916666666667
2025-01-08 16:00:00+00:00,443.0,16,2,0,-0.8660254037844385,-0.5000000000000004,430.0,414.0,246.0,302.875
2025-01-08 17:00:00+00:00,430.0,17,2,0,-0.9659258262890683,-0.25881904510252063,443.0,430.0,257.0,311.0833333333333
2025-01-08 18:00:00+00:00,439.0,18,2,0,-1.0,-1.8369701987210297e-16,430.0,443.0,263.0,318.2916666666667
2025-01-08 19:00:00+00:00,452.0,19,2,0,-0.9659258262890684,0.2588190451025203,439.0,430.0,266.0,325.625
2025-01-08 20:00:00+00:00,458.0,20,2,0,-0.8660254037844386,0.5000000000000001,452.0,439.0,276.0,333.375
2025-01-08 21:00:00+00:00,456.0,21,2,0,-0.7071067811865477,0.7071067811865474,458.0,452.0,280.0,340.9583333333333
2025-01-08 22:00:00+00:00,465.0,22,2,0,-0.5000000000000004,0.8660254037844384,456.0,458.0,276.0,348.2916666666667
2025-01-08 23:00:00+00:00,458.0,23,2,0,-0.25881904510252157,0.9659258262890681,465.0,456.0,267.0,356.1666666666667
2025-01-09 00:00:00+00:00,426.0,0,3,0,0.0,1.0,458.0,465.0,225.0,364.125
2025-01-09 01:00:00+00:00,433.0,1,3,0,0.25881904510252074,0.9659258262890683,426.0,458.0,236.0,372.5
2025-01-09 02:00:00+00:00,464.0,2,3,0,0.49999999999999994,0.8660254037844387,433.0,426.0,264.0,380.7083333333333
2025-01-09 03:00:00+00:00,475.0,3,3,0,0.7071067811865476,0.7071067811865476,464.0,433.0,267.0,389.0416666666667
2025-01-09 04:00:00+00:00,486.0,4,3,0,0.8660254037844386,0.5000000000000001,475.0,464.0,276.0,397.7083333333333
2025-01-09 05:00:00+00:00,498.0,5,3,0,0.9659258262890683,0.25881904510252074,486.0,475.0,280.0,406.4583333333333
2025-01-09 06:00:00+00:00,512.0,6,3,0,1.0,6.123233995736766e-17,498.0,486.0,306.0,415.5416666666667
2025-01-09 07:00:00+00:00,517.0,7,3,0,0.9659258262890683,-0.25881904510252063,512.0,498.0,324.0,424.125
2025-01-09 08:00:00+00:00,496.0,8,3,0,0.8660254037844387,-0.4999999999999998,517.0,512.0,339.0,432.1666666666667
2025-01-09 09:00:00+00:00,464.0,9,3,0,0.7071067811865476,-0.7071067811865475,496.0,517.0,345.0,438.7083333333333
2025-01-09 10:00:00+00:00,456.0,10,3,0,0.49999999999999994,-0.8660254037844387,464.0,496.0,339.0,443.6666666666667
2025-01-09 11:00:00+00:00,455.0,11,3,0,0.258819045102521,-0.9659258262890682,456.0,464.0,353.0,448.5416666666667
2025-01-09 12:00:00+00:00,449.0,12,3,0,1.2246467991473532e-16,-1.0,455.0,456.0,361.0,452.7916666666667
2025-01-09 13:00:00+00:00,443.0,13,3,0,-0.2588190451025208,-0.9659258262890683,449.0,455.0,379.0,456.4583333333333
2025-01-09 14:00:00+00:00,430.0,14,3,0,-0.4999999999999997,-0.8660254037844388,443.0,449.0,414.0,459.125
2025-01-09 15:00:00+00:00,427.0,15,3,0,-0.7071067811865471,-0.7071067811865479,430.0,443.0,430.0,459.7916666666667
2025-01-09 16:00:00+00:00,423.0,16,3,0,-0.8660254037844385,-0.5000000000000004,427.0,430.0,443.0,459.6666666666667
2025-01-09 17:00:00+00:00,421.0,17,3,0,-0.9659258262890683,-0.25881904510252063,423.0,427.0,430.0,458.8333333333333
2025-01-09 18:00:00+00:00,417.0,18,3,0,-1.0,-1.8369701987210297e-16,421.0,423.0,439.0,458.4583333333333
2025-01-09 19:00:00+00:00,407.0,19,3,0,-0.9659258262890684,0.2588190451025203,417.0,421.0,452.0,457.5416666666667
2025-01-09 20:00:00+00:00,412.0,20,3,0,-0.8660254037844386,0.5000000000000001,407.0,417.0,458.0,455.6666666666667
2025-01-09 21:00:00+00:00,399.0,21,3,0,-0.7071067811865477,0.7071067811865474,412.0,407.0,456.0,453.75
2025-01-09 22:00:00+00:00,388.0,22,3,0,-0.5000000000000004,0.8660254037844384,399.0,412.0,465.0,451.375
2025-01-09 23:00:00+00:00,374.0,23,3,0,-0.25881904510252157,0.9659258262890681,388.0,399.0,458.0,448.1666666666667
2025-01-10 00:00:00+00:00,346.0,0,4,0,0.0,1.0,374.0,388.0,426.0,444.6666666666667
2025-01-10 01:00:00+00:00,360.0,1,4,0,0.25881904510252074,0.9659258262890683,346.0,374.0,433.0,441.3333333333333
2025-01-10 02:00:00+00:00,345.0,2,4,0,0.49999999999999994,0.8660254037844387,360.0,346.0,464.0,438.2916666666667
2025-01-10 03:00:00+00:00,325.0,3,4,0,0.7071067811865476,0.7071067811865476,345.0,360.0,475.0,433.3333333333333
2025-01-10 04:00:00+00:00,330.0,4,4,0,0.8660254037844386,0.5000000000000001,325.0,345.0,486.0,427.0833333333333
2025-01-10 05:00:00+00:00,331.0,5,4,0,0.9659258262890683,0.25881904510252074,330.0,325.0,498.0,420.5833333333333
2025-01-10 06:00:00+00:00,358.0,6,4,0,1.0,6.123233995736766e-17,331.0,330.0,512.0,413.625
2025-01-10 07:00:00+00:00,387.0,7,4,0,0.9659258262890683,-0.25881904510252063,358.0,331.0,517.0,407.2083333333333
2025-01-10 08:00:00+00:00,402.0,8,4,0,0.8660254037844387,-0.4999999999999998,387.0,358.0,496.0,401.7916666666667
2025-01-10 09:00:00+00:00,396.0,9,4,0,0.7071067811865476,-0.7071067811865475,402.0,387.0,464.0,397.875
2025-01-10 10:00:00+00:00,387.0,10,4,0,0.49999999999999994,-0.8660254037844387,396.0,402.0,456.0,395.0416666666667
2025-01-10 11:00:00+00:00,387.0,11,4,0,0.258819045102521,-0.9659258262890682,387.0,396.0,455.0,392.1666666666667
2025-01-10 12:00:00+00:00,385.0,12,4,0,1.2246467991473532e-16,-1.0,387.0,387.0,449.0,389.3333333333333
2025-01-10 13:00:00+00:00,400.0,13,4,0,-0.2588190451025208,-0.9659258262890683,385.0,387.0,443.0,386.6666666666667
2025-01-10 14:00:00+00:00,419.0,14,4,0,-0.4999999999999997,-0.8660254037844388,400.0,385.0,430.0,384.875
2025-01-10 15:00:00+00:00,439.0,15,4,0,-0.7071067811865471,-0.7071067811865479,419.0,400.0,427.0,384.4166666666667
2025-01-10 16:00:00+00:00,445.0,16,4,0,-0.8660254037844385,-0.5000000000000004,439.0,419.0,423.0,384.9166666666667
2025-01-10 17:00:00+00:00,448.0,17,4,0,-0.9659258262890683,-0.25881904510252063,445.0,439.0,421.0,385.8333333333333
2025-01-10 18:00:00+00:00,445.0,18,4,0,-1.0,-1.8369701987210297e-16,448.0,445.0,417.0,386.9583333333333
2025-01-10 19:00:00+00:00,439.0,19,4,0,-0.9659258262890684,0.2588190451025203,445.0,448.0,407.0,388.125
2025-01-10 20:00:00+00:00,446.0,20,4,0,-0.8660254037844386,0.5000000000000001,439.0,445.0,412.0,389.4583333333333
2025-01-10 21:00:00+00:00,444.0,21,4,0,-0.7071067811865477,0.7071067811865474,446.0,439.0,399.0,390.875
2025-01-10 22:00:00+00:00,461.0,22,4,0,-0.5000000000000004,0.8660254037844384,444.0,446.0,388.0,392.75
2025-01-10 23:00:00+00:00,469.0,23,4,0,-0.25881904510252157,0.9659258262890681,461.0,444.0,374.0,395.7916666666667
2025-01-11 00:00:00+00:00,435.0,0,5,1,0.0,1.0,469.0,461.0,346.0,399.75
2025-01-11 01:00:00+00:00,445.0,1,5,1,0.25881904510252074,0.9659258262890683,435.0,469.0,360.0,403.4583333333333
